Year,Tech company?,Employer provide mental health benefits?,Know options for mental health care?,Employer discussed mental health?,Employer offer mental health resources?,Anonymity if you  take advantage of mental health resources?,Easy/difficult to ask for mental health medical leave?,Comfortable discussing mental health with supervisor?,Discussed your mental health with your employer?,Employer importance placed on physical health?,Employer importance placed on mental health?,Tech industry supports employees with mental health issues?,Age,Gender,Country
2018,True,Yes,No,No,Yes,Yes,Somewhat easy,Yes,True,5.0,5.0,3.0,31,M,United States of America
2018,False,No,No,No,No,No,Difficult,No,False,0.0,0.0,1.0,24,F,Nigeria
2018,False,Yes,Yes,Yes,Yes,Yes,I don't know,No,False,7.0,6.0,3.0,27,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,No,False,10.0,10.0,4.0,36,F,Ireland
2018,True,No,Yes,No,No,No,Difficult,No,False,0.0,0.0,1.0,37,M,United States of America
2018,True,Yes,Yes,No,I don't know,Yes,Very easy,No,False,10.0,5.0,2.0,53,F,United States of America
2018,True,No,,No,No,I don't know,Very easy,Maybe,False,6.0,5.0,3.0,32,M,France
2018,True,I don't know,No,No,No,I don't know,Somewhat difficult,No,False,3.0,1.0,1.0,25,NB,United States of America
2018,True,No,,No,I don't know,I don't know,Difficult,Maybe,True,7.0,4.0,2.0,29,F,United States of America
2018,True,Yes,No,No,Yes,Yes,Somewhat difficult,Yes,False,9.0,9.0,3.0,47,M,United States of America
2018,False,Yes,No,No,I don't know,I don't know,Somewhat difficult,Maybe,True,7.0,2.0,2.0,61,M,United States of America
2018,True,Yes,No,No,I don't know,Yes,I don't know,Maybe,False,9.0,5.0,4.0,28,M,United States of America
2018,False,Yes,Yes,Yes,No,Yes,I don't know,Yes,False,8.0,8.0,3.0,31,M,United States of America
2018,True,No,,No,No,I don't know,Somewhat easy,Maybe,False,4.0,4.0,2.0,35,M,Uruguay
2018,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,False,8.0,6.0,4.0,40,M,United States of America
2018,True,Yes,No,No,I don't know,Yes,Somewhat easy,Yes,False,5.0,5.0,2.0,41,M,United States of America
2018,True,Yes,Yes,No,Yes,I don't know,Difficult,Maybe,False,5.0,5.0,3.0,34,M,United States of America
2018,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,False,3.0,3.0,3.0,31,F,United States of America
2018,False,Yes,Yes,No,I don't know,Yes,Very easy,Yes,False,7.0,7.0,4.0,35,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,False,8.0,8.0,2.0,27,F,United States of America
2018,True,Yes,No,No,Yes,Yes,Somewhat easy,Yes,False,6.0,8.0,3.0,42,F,United States of America
2018,False,Yes,Yes,No,No,Yes,Somewhat easy,No,False,5.0,2.0,3.0,56,M,United States of America
2018,True,Yes,No,No,No,I don't know,Neither easy nor difficult,Maybe,True,3.0,3.0,3.0,27,F,United States of America
2018,True,Yes,No,No,I don't know,Yes,Somewhat difficult,Yes,False,6.0,6.0,3.0,37,F,United Kingdom
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,No,True,9.0,8.0,3.0,30,F,United Kingdom
2018,True,Yes,No,I don't know,I don't know,Yes,Somewhat difficult,Yes,False,7.0,5.0,3.0,39,M,United States of America
2018,True,No,,No,No,I don't know,I don't know,Maybe,False,6.0,6.0,3.0,30,F,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,False,7.0,7.0,4.0,31,M,Netherlands
2018,True,Yes,Yes,No,No,I don't know,I don't know,No,False,8.0,8.0,3.0,46,M,United Kingdom
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,False,9.0,5.0,3.0,45,F,United States of America
2018,False,No,,No,No,I don't know,I don't know,Maybe,False,2.0,0.0,1.0,38,F,United States of America
2018,True,Yes,Yes,Yes,I don't know,I don't know,Very easy,Yes,False,8.0,8.0,5.0,41,M,United States of America
2018,True,Yes,Yes,I don't know,Yes,Yes,Somewhat easy,Maybe,True,8.0,5.0,3.0,37,M,United States of America
2018,True,I don't know,No,No,No,Yes,Very easy,No,False,7.0,7.0,4.0,33,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,8.0,9.0,3.0,28,NB,United States of America
2018,True,Yes,Yes,No,No,I don't know,I don't know,Yes,True,3.0,3.0,2.0,29,F,Canada
2018,False,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Yes,False,5.0,5.0,3.0,28,F,United States of America
2018,True,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,False,3.0,5.0,2.0,38,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,False,6.0,6.0,3.0,42,M,United States of America
2018,True,Yes,No,Yes,No,I don't know,Somewhat easy,Maybe,False,3.0,4.0,3.0,28,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,I don't know,Yes,True,8.0,8.0,2.0,30,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,True,9.0,9.0,4.0,25,F,United Kingdom
2018,True,Yes,Yes,No,Yes,I don't know,Difficult,No,True,4.0,1.0,1.0,44,M,United States of America
2018,False,Yes,No,No,No,I don't know,I don't know,Yes,True,5.0,0.0,2.0,28,NB,United States of America
2018,True,Yes,No,No,I don't know,I don't know,Very easy,Maybe,False,7.0,5.0,2.0,41,F,United States of America
2018,False,Yes,No,No,Yes,I don't know,Somewhat easy,Maybe,False,6.0,5.0,3.0,38,M,United States of America
2018,True,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,False,7.0,7.0,3.0,37,M,United States of America
2018,False,I don't know,,No,I don't know,I don't know,Somewhat difficult,Yes,False,6.0,5.0,2.0,36,M,Japan
2018,False,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,False,5.0,5.0,3.0,33,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,False,6.0,7.0,3.0,35,F,United States of America
2018,True,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,True,10.0,5.0,3.0,43,M,United States of America
2018,True,No,,Yes,Yes,Yes,Very easy,Yes,True,8.0,10.0,4.0,34,M,United States of America
2018,True,No,,Yes,Yes,Yes,Somewhat easy,Yes,True,8.0,8.0,1.0,44,F,United States of America
2018,True,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,True,5.0,6.0,3.0,38,M,United States of America
2018,True,No,,No,No,Yes,Somewhat easy,Maybe,False,6.0,5.0,3.0,55,M,United States of America
2018,True,No,No,No,I don't know,I don't know,Very easy,No,True,10.0,4.0,1.0,25,M,India
2018,False,Yes,Yes,No,I don't know,I don't know,Difficult,No,False,3.0,0.0,2.0,37,M,United States of America
2018,True,Yes,No,Yes,Yes,I don't know,Very easy,Maybe,False,7.0,7.0,3.0,39,M,United States of America
2018,True,Yes,Yes,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,False,7.0,7.0,2.0,23,M,United States of America
2018,True,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,True,7.0,7.0,3.0,43,M,United States of America
2018,False,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Yes,True,8.0,6.0,3.0,29,M,United States of America
2018,True,No,,No,No,I don't know,Somewhat easy,Yes,False,5.0,4.0,3.0,25,M,United States of America
2018,True,Yes,Yes,No,No,Yes,Very easy,Maybe,True,2.0,5.0,3.0,36,M ,United States of America
2018,True,Yes,Yes,No,No,Yes,Very easy,Yes,False,5.0,3.0,3.0,33,M,United States of America
2018,True,Yes,No,No,I don't know,I don't know,Somewhat easy,Yes,False,5.0,5.0,3.0,34,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,False,8.0,7.0,2.0,28,M,United States of America
2018,False,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,False,10.0,10.0,2.0,54,NB,United States of America
2018,False,I don't know,No,No,No,I don't know,I don't know,Yes,False,6.0,5.0,2.0,39,M,United States of America
2018,False,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,True,6.0,4.0,2.0,37,M,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,False,5.0,5.0,1.0,29,M,United States of America
2018,True,I don't know,No,No,Yes,I don't know,Very easy,Yes,False,5.0,5.0,3.0,31,M,United States of America
2018,True,Yes,Yes,Yes,I don't know,Yes,Very easy,Yes,True,7.0,7.0,2.0,49,M,United States of America
2018,True,Yes,No,I don't know,I don't know,Yes,Very easy,Maybe,False,5.0,5.0,2.0,43,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,8.0,7.0,4.0,38,NB,United States of America
2018,True,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Maybe,False,4.0,3.0,4.0,35,F,United States of America
2018,True,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,False,5.0,2.0,3.0,23,M,United States of America
2018,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,7.0,7.0,3.0,42,M,United Kingdom
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,False,6.0,5.0,4.0,36,M,United States of America
2018,True,Yes,No,No,I don't know,I don't know,Somewhat easy,Yes,False,6.0,5.0,3.0,38,M,United States of America
2018,True,I don't know,No,No,Yes,I don't know,I don't know,Maybe,False,5.0,5.0,1.0,41,M,United Kingdom
2018,True,Yes,Yes,I don't know,I don't know,Yes,Neither easy nor difficult,Yes,True,8.0,6.0,2.0,37,F,United States of America
2018,True,I don't know,No,Yes,Yes,Yes,Somewhat easy,Yes,False,8.0,10.0,4.0,25,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,9.0,7.0,3.0,33,M,United States of America
2018,True,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,Yes,False,7.0,6.0,3.0,35,F,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,No,True,5.0,5.0,4.0,32,F,United States of America
2018,True,No,No,Yes,No,I don't know,Difficult,No,False,10.0,6.0,3.0,25,F ,Poland
2018,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,True,7.0,7.0,3.0,40,F,United States of America
2018,True,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Maybe,False,7.0,6.0,4.0,34,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,False,4.0,3.0,2.0,28,M,United States of America
2018,True,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,No,True,9.0,3.0,2.0,49,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,5.0,7.0,3.0,33,F,United States of America
2018,True,Yes,Yes,No,No,Yes,Very easy,No,False,5.0,7.0,4.0,36,M,United States of America
2018,True,No,,No,Yes,No,Difficult,Maybe,True,8.0,2.0,2.0,37,M,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,Difficult,Maybe,False,0.0,3.0,2.0,39,M,United States of America
2018,True,I don't know,No,No,No,I don't know,Somewhat difficult,No,False,4.0,2.0,2.0,49,F,United States of America
2018,True,I don't know,No,Yes,Yes,I don't know,I don't know,Yes,False,7.0,7.0,3.0,33,M,United States of America
2018,True,No,,No,No,I don't know,Somewhat easy,Maybe,False,6.0,5.0,2.0,29,NB,United Kingdom
2018,True,I don't know,No,Yes,I don't know,I don't know,Very easy,Yes,True,5.0,8.0,4.0,29,M,United Kingdom
2018,True,Yes,No,No,No,I don't know,I don't know,Maybe,False,3.0,4.0,3.0,25,M,United States of America
2018,False,I don't know,No,No,I don't know,I don't know,Difficult,No,False,2.0,1.0,2.0,35,M,United States of America
2018,True,Yes,Yes,No,Yes,I don't know,I don't know,Yes,False,10.0,10.0,4.0,21,M,United States of America
2018,True,Yes,No,No,No,Yes,Very easy,Yes,False,0.0,0.0,5.0,43,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,True,5.0,5.0,2.0,31,F,United States of America
2018,True,I don't know,No,Yes,Yes,I don't know,I don't know,Maybe,False,6.0,5.0,2.0,27,F,United States of America
2018,True,Yes,Yes,No,No,Yes,Somewhat easy,No,False,0.0,0.0,5.0,23,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Very easy,No,True,5.0,3.0,3.0,28,M,United States of America
2018,False,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,No,False,5.0,3.0,2.0,37,F,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,5.0,3.0,30,M,United States of America
2018,True,Yes,Yes,No,Yes,I don't know,I don't know,No,False,1.0,3.0,1.0,30,M,United States of America
2018,True,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,True,6.0,2.0,1.0,30,F,United States of America
2018,False,No,No,No,I don't know,I don't know,Difficult,No,False,1.0,0.0,1.0,35,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,False,8.0,6.0,1.0,45,F,United States of America
2018,True,No,Yes,No,No,I don't know,Difficult,No,False,7.0,6.0,2.0,31,F,Germany
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,False,6.0,8.0,3.0,34,F,United States of America
2018,True,No,No,No,No,I don't know,Difficult,No,True,0.0,0.0,2.0,30,M,United States of America
2018,True,Yes,Yes,No,No,I don't know,Somewhat easy,No,True,7.0,2.0,2.0,33,NB,United States of America
2018,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,False,7.0,7.0,3.0,32,M,United States of America
2018,False,I don't know,No,No,Yes,I don't know,I don't know,No,False,9.0,3.0,2.0,28,F,United States of America
2018,True,No,Yes,No,No,I don't know,Somewhat easy,No,True,5.0,2.0,1.0,28,M,United States of America
2018,True,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,False,7.0,4.0,2.0,33,M,United States of America
2018,True,Yes,Yes,Yes,No,Yes,Very easy,No,True,7.0,6.0,3.0,28,F,United States of America
2018,True,I don't know,No,No,No,I don't know,I don't know,Maybe,True,5.0,0.0,1.0,28,F,United States of America
2018,True,I don't know,No,No,I don't know,No,Somewhat easy,Yes,False,8.0,3.0,2.0,43,M,United States of America
2018,True,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,False,5.0,5.0,3.0,31,F,United States of America
2018,False,Yes,No,I don't know,I don't know,I don't know,Somewhat easy,Yes,False,6.0,6.0,3.0,40,F,United States of America
2018,False,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,False,7.0,4.0,2.0,42,F,United States of America
2018,True,Yes,No,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,False,7.0,6.0,3.0,38,M,United States of America
2018,True,I don't know,Yes,No,No,Yes,Very easy,Yes,True,7.0,8.0,3.0,39,M,United States of America
2018,False,No,No,No,I don't know,I don't know,Somewhat difficult,Maybe,False,10.0,8.0,1.0,21,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,True,8.0,8.0,4.0,32,F ,United States of America
2018,True,No,Yes,No,No,I don't know,I don't know,Maybe,True,2.0,2.0,3.0,32,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,True,7.0,6.0,2.0,40,M ,United States of America
2018,True,Yes,Yes,No,No,Yes,I don't know,No,False,3.0,0.0,3.0,28,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,True,3.0,6.0,2.0,25,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,No,False,5.0,5.0,4.0,37,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,6.0,8.0,3.0,40,NB,United States of America
2018,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,False,7.0,3.0,3.0,31,F,United States of America
2018,True,Yes,No,No,No,I don't know,Somewhat easy,No,True,6.0,5.0,2.0,26,NB,United States of America
2018,False,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,False,6.0,5.0,3.0,27,F,United States of America
2018,True,I don't know,Yes,No,No,No,Neither easy nor difficult,No,False,5.0,5.0,1.0,46,M,Norway
2018,True,Yes,Yes,I don't know,No,I don't know,I don't know,Maybe,False,6.0,5.0,2.0,22,F ,United States of America
2018,True,No,,No,No,I don't know,Somewhat easy,Maybe,False,5.0,5.0,3.0,37,F,Ireland
2018,True,Yes,Yes,Yes,Yes,I don't know,I don't know,No,True,3.0,3.0,1.0,27,M,United States of America
2018,False,Yes,No,No,I don't know,I don't know,I don't know,Maybe,False,2.0,5.0,3.0,28,F,United States of America
2018,True,Yes,Yes,Yes,No,Yes,Somewhat easy,No,False,7.0,4.0,2.0,32,F,United States of America
2018,True,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,False,7.0,5.0,2.0,33,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,True,9.0,7.0,4.0,27,F,United States of America
2018,True,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Yes,False,8.0,7.0,2.0,38,F,United States of America
2018,True,Yes,No,No,No,Yes,Very easy,Yes,True,6.0,6.0,3.0,28,F,United States of America
2018,False,Yes,No,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,False,2.0,1.0,1.0,32,F,United States of America
2018,False,No,No,No,No,Yes,Very easy,Yes,False,8.0,3.0,3.0,30,F,United States of America
2018,True,Yes,Yes,No,No,I don't know,I don't know,No,False,8.0,4.0,2.0,26,F,United States of America
2018,False,I don't know,No,Yes,Yes,I don't know,I don't know,No,False,7.0,7.0,3.0,41,F,United States of America
2018,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,False,8.0,5.0,2.0,39,F,United States of America
2018,True,Yes,No,No,I don't know,I don't know,I don't know,Maybe,False,5.0,3.0,3.0,37,M,United States of America
2018,False,No,,I don't know,Yes,Yes,I don't know,No,False,8.0,5.0,3.0,21,F,United States of America
2018,False,Yes,Yes,No,No,I don't know,Somewhat easy,No,False,6.0,3.0,1.0,35,F ,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,True,3.0,2.0,3.0,33,F,Switzerland
2018,True,Yes,No,No,I don't know,Yes,Somewhat easy,No,False,6.0,6.0,2.0,38,M ,Netherlands
2018,True,No,,No,No,I don't know,Neither easy nor difficult,Maybe,False,5.0,5.0,3.0,29,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,False,7.0,7.0,4.0,25,F,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,False,6.0,4.0,2.0,41,F,United States of America
2018,True,Yes,Yes,No,No,I don't know,Very easy,Yes,True,10.0,10.0,3.0,37,F,United States of America
2018,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,False,5.0,4.0,2.0,29,M,United States of America
2018,True,Yes,No,I don't know,I don't know,I don't know,Very easy,Yes,True,7.0,7.0,3.0,45,F,United States of America
2018,True,I don't know,No,No,No,Yes,Very easy,No,False,5.0,5.0,2.0,45,NB,United Kingdom
2018,True,Yes,No,No,Yes,Yes,Somewhat easy,Yes,False,8.0,7.0,2.0,45,F,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,6.0,8.0,3.0,30,NB,United States of America
2018,True,I don't know,No,No,No,I don't know,Very easy,Yes,False,10.0,10.0,3.0,27,M,United States of America
2018,False,I don't know,No,No,I don't know,I don't know,Difficult,Yes,False,4.0,3.0,2.0,36,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Difficult,No,False,5.0,7.0,3.0,44,F,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,False,7.0,8.0,4.0,35,F,United States of America
2018,True,I don't know,No,No,No,I don't know,I don't know,Maybe,True,5.0,5.0,1.0,42,NB,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,No,False,10.0,8.0,4.0,26,M,United States of America
2018,True,Yes,Yes,No,No,I don't know,Very easy,Yes,True,8.0,9.0,4.0,25,NB,United States of America
2018,False,Yes,Yes,No,No,I don't know,I don't know,Maybe,False,7.0,4.0,2.0,36,F,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,False,7.0,6.0,2.0,32,F,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,True,2.0,4.0,1.0,29,F,United States of America
2018,True,I don't know,No,Yes,Yes,Yes,Very easy,Maybe,False,5.0,5.0,2.0,29,F,United States of America
2018,True,Yes,No,I don't know,I don't know,Yes,Very easy,Yes,False,9.0,9.0,2.0,43,M,United States of America
2018,False,No,No,Yes,I don't know,I don't know,Somewhat easy,Yes,False,4.0,5.0,4.0,26,M,United Kingdom
2018,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,True,7.0,5.0,3.0,46,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,9.0,7.0,3.0,30,F,United States of America
2018,True,Yes,No,No,I don't know,I don't know,I don't know,Maybe,False,6.0,3.0,2.0,36,M,United States of America
2018,False,Yes,Yes,No,Yes,I don't know,I don't know,Maybe,False,5.0,0.0,1.0,31,F,United States of America
2018,True,No,,No,No,I don't know,Somewhat easy,No,False,4.0,1.0,1.0,42,M,Switzerland
2018,True,I don't know,No,No,I don't know,I don't know,I don't know,Yes,False,6.0,2.0,3.0,33,F,United States of America
2018,False,Yes,Yes,I don't know,Yes,Yes,Difficult,No,False,8.0,8.0,2.0,26,M,United States of America
2018,True,No,No,No,No,I don't know,I don't know,Maybe,False,0.0,0.0,2.0,37,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,7.0,7.0,2.0,36,F,United States of America
2018,True,No,,No,No,Yes,Very easy,Yes,False,10.0,10.0,2.0,35,M,Ethiopia
2018,False,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,False,5.0,5.0,4.0,45,M,United Kingdom
2018,True,No,,No,No,I don't know,Very easy,Yes,False,10.0,10.0,5.0,23,M,India
2018,True,Yes,No,No,No,I don't know,Somewhat easy,Yes,False,8.0,6.0,4.0,26,M,United States of America
2018,False,No,No,No,No,I don't know,Somewhat easy,Maybe,False,5.0,4.0,3.0,26,M,Mexico
2018,True,I don't know,No,No,No,Yes,Very easy,Yes,False,8.0,6.0,2.0,34,M,United States of America
2018,True,No,,Yes,I don't know,Yes,Somewhat easy,Maybe,False,7.0,7.0,4.0,22,M,Macedonia
2018,False,Yes,No,No,No,No,Difficult,No,True,6.0,1.0,4.0,42,F,United States of America
2018,True,No,,No,No,Yes,I don't know,No,False,4.0,0.0,1.0,40,M,Mexico
2018,False,I don't know,No,No,I don't know,I don't know,I don't know,No,False,1.0,1.0,1.0,42,M,United States of America
2018,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,False,8.0,5.0,2.0,35,M,United States of America
2018,True,No,No,No,No,Yes,Very easy,Yes,True,8.0,8.0,3.0,36,M,United States of America
2018,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,False,7.0,7.0,3.0,37,M,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,9.0,9.0,4.0,31,F,United States of America
2018,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,False,5.0,5.0,3.0,27,M,United States of America
2018,False,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,False,3.0,3.0,2.0,38,M,United Kingdom
2018,True,No,,Yes,No,Yes,Neither easy nor difficult,Yes,True,5.0,5.0,3.0,32,M,United States of America
2018,True,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,False,7.0,5.0,3.0,23,NB,United States of America
2018,False,No,No,No,I don't know,I don't know,Somewhat difficult,No,False,6.0,0.0,2.0,51,M,United States of America
2018,True,No,,No,I don't know,I don't know,Very easy,Yes,True,5.0,5.0,2.0,26,F,Iceland
2018,True,No,No,No,No,I don't know,I don't know,Maybe,False,8.0,3.0,2.0,19,F,United States of America
2018,True,Yes,Yes,Yes,I don't know,I don't know,I don't know,No,False,6.0,4.0,2.0,44,M,United States of America
2018,True,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,False,6.0,6.0,2.0,42,M,United States of America
2018,True,Yes,Yes,No,No,I don't know,Very easy,Yes,True,7.0,7.0,4.0,26,M,United States of America
2018,False,Yes,Yes,No,No,Yes,Somewhat easy,No,True,9.0,2.0,3.0,38,M,United States of America
2018,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,8.0,6.0,2.0,26,F ,United States of America
2018,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,True,9.0,9.0,2.0,32,M,United States of America
2018,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Yes,True,7.0,8.0,4.0,39,M,United States of America
2018,True,Yes,Yes,No,No,Yes,I don't know,Yes,True,10.0,10.0,4.0,44,F,United States of America
2018,True,Yes,Yes,I don't know,I don't know,I don't know,Very easy,Yes,True,5.0,2.0,3.0,33,F,United States of America
2018,True,No,,No,No,No,I don't know,Yes,False,5.0,0.0,3.0,38,M,Hong Kong
2018,True,I don't know,No,Yes,No,I don't know,Somewhat easy,Yes,True,6.0,6.0,4.0,42,M,Australia
2018,False,No,No,No,No,I don't know,Neither easy nor difficult,No,False,4.0,5.0,2.0,28,M,Germany
2018,True,No,No,Yes,No,I don't know,Very easy,No,True,7.0,5.0,2.0,31,M,France
2018,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,8.0,7.0,3.0,35,M,France
2018,True,I don't know,No,No,No,I don't know,I don't know,Maybe,False,0.0,0.0,3.0,30,M,United States of America
2018,True,Yes,Yes,No,No,I don't know,Somewhat easy,Yes,True,8.0,8.0,4.0,30,M,United States of America
2018,True,I don't know,No,No,No,I don't know,Very easy,Maybe,False,5.0,5.0,2.0,40,NB,United States of America
2018,False,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,False,3.0,3.0,1.0,39,M,United States of America
2018,True,I don't know,No,No,No,I don't know,I don't know,Maybe,False,0.0,2.0,2.0,24,M,United States of America
2018,True,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Maybe,True,7.0,4.0,3.0,42,M,United States of America
2018,True,Yes,No,No,No,I don't know,Difficult,Maybe,False,8.0,4.0,2.0,35,M,United States of America
2018,True,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Yes,False,8.0,8.0,3.0,34,M,United States of America
2018,True,I don't know,No,No,I don't know,I don't know,I don't know,No,False,7.0,4.0,1.0,33,F,United States of America
2018,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,True,6.0,7.0,3.0,37,M,United States of America
2018,False,Yes,Yes,No,No,Yes,Somewhat easy,Yes,False,5.0,5.0,4.0,36,M,United States of America
2018,False,Yes,No,No,No,Yes,Neither easy nor difficult,Yes,True,6.0,5.0,2.0,47,F,United States of America
2018,True,I don't know,No,No,No,I don't know,I don't know,Maybe,True,7.0,3.0,2.0,42,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Maybe,False,3.0,3.0,3.0,29,NB,United States of America
2018,True,No,No,No,No,No,Somewhat easy,Maybe,False,2.0,2.0,1.0,30,M,Turkey
2018,True,No,No,No,No,I don't know,I don't know,No,False,6.0,4.0,2.0,36,M,Poland
2018,False,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,8.0,8.0,4.0,24,F,United States of America
2018,False,Yes,Yes,Yes,Yes,Yes,I don't know,No,False,9.0,7.0,3.0,41,M,United States of America
2018,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,True,7.0,8.0,2.0,48,F,United States of America
