Year,Tech company?,Employer provide mental health benefits?,Know options for mental health care?,Employer discussed mental health?,Employer offer mental health resources?,Anonymity if you  take advantage of mental health resources?,Easy/difficult to ask for mental health medical leave?,Comfortable discussing mental health with supervisor?,Discussed your mental health with your employer?,Employer importance placed on physical health?,Employer importance placed on mental health?,Tech industry supports employees with mental health issues?,Age,Gender,Country
2017,False,Yes,Yes,Yes,Yes,Yes,I don't know,Yes,False,6.0,6.0,3.0,42,M,United States of America
2017,False,I don't know,No,No,No,I don't know,Difficult,Maybe,True,7.0,5.0,4.0,35,F,United States of America
2017,True,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Yes,True,8.0,8.0,3.0,32,F,United States of America
2017,True,I don't know,No,I don't know,I don't know,Yes,Very easy,Maybe,False,4.0,7.0,3.0,23,M,United States of America
2017,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Yes,True,6.0,6.0,4.0,35,F,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,5.0,5.0,3.0,34,F,United States of America
2017,True,I don't know,No,Yes,I don't know,Yes,Very easy,No,False,8.0,9.0,3.0,24,F,United States of America
2017,True,Yes,Yes,No,Yes,I don't know,Somewhat easy,Yes,True,7.0,7.0,3.0,38,M,United States of America
2017,True,No,,No,No,I don't know,Somewhat easy,No,True,5.0,5.0,3.0,42,M,United Kingdom
2017,True,Yes,Yes,No,Yes,Yes,Very easy,Maybe,False,8.0,8.0,4.0,23,F,United States of America
2017,True,Yes,Yes,I don't know,Yes,I don't know,Very easy,Maybe,True,7.0,6.0,3.0,39,NB,United States of America
2017,True,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,False,6.0,5.0,3.0,30,M,United States of America
2017,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,True,10.0,10.0,4.0,35,F,United States of America
2017,True,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,False,1.0,4.0,1.0,29,F,United States of America
2017,True,Yes,No,Yes,No,I don't know,Somewhat difficult,Yes,False,8.0,8.0,3.0,24,F,United States of America
2017,True,Yes,No,Yes,I don't know,I don't know,Somewhat easy,No,False,7.0,5.0,1.0,35,M,United States of America
2017,True,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,True,5.0,3.0,1.0,30,M,United States of America
2017,True,I don't know,No,No,No,Yes,Neither easy nor difficult,Yes,True,7.0,7.0,3.0,28,F,United States of America
2017,True,Yes,Yes,Yes,I don't know,Yes,Somewhat easy,Maybe,False,5.0,6.0,4.0,32,F,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,False,10.0,8.0,4.0,34,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Very easy,Maybe,False,2.0,5.0,2.0,33,M,United States of America
2017,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Yes,True,10.0,7.0,4.0,32,M,United States of America
2017,True,Yes,No,No,Yes,I don't know,I don't know,Yes,True,7.0,5.0,3.0,27,F,United States of America
2017,True,Yes,Yes,Yes,No,I don't know,I don't know,Maybe,False,8.0,8.0,4.0,23,F,United States of America
2017,False,Not eligible for coverage / NA,,No,I don't know,Yes,Very easy,Maybe,True,7.0,7.0,2.0,30,M,Netherlands
2017,True,Yes,Yes,Yes,I don't know,I don't know,Very easy,Yes,True,7.0,7.0,5.0,24,M,United States of America
2017,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,True,7.0,8.0,4.0,34,F,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,False,8.0,8.0,3.0,32,M,United States of America
2017,True,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,False,5.0,4.0,1.0,41,F,United States of America
2017,True,Yes,Yes,No,No,I don't know,I don't know,No,False,5.0,2.0,3.0,37,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,10.0,7.0,3.0,26,M,United States of America
2017,True,I don't know,,No,I don't know,Yes,Very easy,Yes,False,10.0,7.0,1.0,24,M,United States of America
2017,True,Yes,Yes,No,No,Yes,Very easy,Yes,True,3.0,5.0,2.0,44,M,United States of America
2017,True,I don't know,No,No,No,Yes,Somewhat difficult,Maybe,False,6.0,3.0,2.0,40,M,Germany
2017,False,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,True,8.0,5.0,3.0,27,NB,United States of America
2017,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,False,4.0,3.0,3.0,40,M,United States of America
2017,False,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,True,8.0,7.0,4.0,38,NB,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,7.0,5.0,3.0,34,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,I don't know,No,False,8.0,4.0,3.0,27,F,United States of America
2017,False,Yes,No,No,I don't know,I don't know,I don't know,Maybe,False,8.0,6.0,2.0,34,M ,United States of America
2017,True,No,,No,No,I don't know,Very easy,Maybe,False,3.0,0.0,2.0,26,M,United States of America
2017,True,Yes,No,No,Yes,Yes,Very easy,Yes,True,7.0,4.0,3.0,39,M,United States of America
2017,False,No,,Yes,Yes,I don't know,Somewhat easy,Yes,True,3.0,3.0,2.0,33,NB,United Kingdom
2017,False,Yes,Yes,No,No,I don't know,I don't know,No,True,7.0,1.0,3.0,37,F,United States of America
2017,False,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,5.0,3.0,30,M,United States of America
2017,True,No,,No,No,I don't know,Very easy,Maybe,False,3.0,3.0,2.0,22,M,United Kingdom
2017,True,I don't know,,No,I don't know,I don't know,Very easy,Yes,False,6.0,8.0,3.0,51,F,United States of America
2017,False,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,No,False,5.0,5.0,2.0,24,M ,United States of America
2017,True,Yes,No,No,Yes,Yes,Somewhat easy,Maybe,False,6.0,6.0,2.0,37,M,United States of America
2017,False,Yes,Yes,No,Yes,Yes,Very easy,Yes,False,9.0,9.0,2.0,46,M,United States of America
2017,False,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,True,2.0,2.0,1.0,50,M,United States of America
2017,True,Yes,No,I don't know,Yes,I don't know,Neither easy nor difficult,Yes,False,6.0,5.0,3.0,30,M,United States of America
2017,True,I don't know,,No,No,I don't know,Very easy,Yes,True,0.0,5.0,2.0,27,M,United States of America
2017,True,Yes,Yes,I don't know,I don't know,I don't know,I don't know,Yes,True,8.0,7.0,3.0,32,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Very easy,Yes,True,0.0,0.0,1.0,34,M,United States of America
2017,True,Yes,Yes,No,Yes,I don't know,Very easy,Yes,True,6.0,6.0,3.0,35,F,United States of America
2017,True,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Maybe,False,7.0,6.0,3.0,33,NB,Switzerland
2017,True,No,No,Yes,No,Yes,Neither easy nor difficult,No,True,7.0,9.0,3.0,32,M,India
2017,False,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,False,6.0,5.0,2.0,31,M,United States of America
2017,False,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,False,7.0,4.0,2.0,33,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Difficult,No,False,3.0,0.0,1.0,40,F,United States of America
2017,True,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Yes,False,7.0,7.0,4.0,40,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,False,5.0,5.0,3.0,28,NB,United States of America
2017,False,I don't know,No,No,No,I don't know,Difficult,No,False,6.0,3.0,3.0,25,M ,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,True,7.0,7.0,4.0,48,M,United States of America
2017,False,Yes,Yes,Yes,Yes,I don't know,Difficult,Maybe,True,7.0,5.0,2.0,43,F,United States of America
2017,True,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,False,7.0,7.0,1.0,29,M,United States of America
2017,False,Not eligible for coverage / NA,,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,True,10.0,7.0,3.0,36,NB,United States of America
2017,True,Yes,Yes,No,I don't know,Yes,Very easy,Maybe,True,9.0,4.0,4.0,34,M,United States of America
2017,True,Not eligible for coverage / NA,Yes,No,I don't know,I don't know,I don't know,Maybe,False,8.0,7.0,2.0,31,F,United States of America
2017,True,Yes,No,I don't know,No,I don't know,Somewhat easy,Maybe,False,7.0,7.0,3.0,33,M ,United Kingdom
2017,False,Yes,Yes,Yes,Yes,I don't know,Difficult,No,False,6.0,6.0,3.0,49,M,United States of America
2017,True,No,No,No,No,I don't know,Somewhat difficult,No,False,7.0,7.0,4.0,30,F,Australia
2017,False,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,No,False,5.0,5.0,1.0,32,F,United States of America
2017,True,Yes,No,No,No,I don't know,I don't know,No,False,8.0,4.0,3.0,40,F,United States of America
2017,True,No,,No,No,I don't know,Somewhat easy,Yes,True,8.0,8.0,3.0,28,M,United Kingdom
2017,True,No,No,I don't know,I don't know,I don't know,Difficult,No,False,8.0,4.0,3.0,21,F,India
2017,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,False,7.0,5.0,1.0,46,M,United States of America
2017,True,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Maybe,False,10.0,6.0,3.0,20,M,Germany
2017,False,Yes,Yes,I don't know,Yes,I don't know,Very easy,Yes,True,8.0,6.0,2.0,30,M,United States of America
2017,True,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,Yes,False,8.0,8.0,2.0,44,F,United States of America
2017,True,I don't know,No,I don't know,No,I don't know,I don't know,Maybe,False,7.0,5.0,3.0,35,M,United States of America
2017,True,I don't know,No,No,No,I don't know,Very easy,Yes,True,7.0,7.0,4.0,35,M,United Kingdom
2017,True,Yes,No,No,No,I don't know,I don't know,Maybe,False,10.0,8.0,2.0,30,M,United States of America
2017,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,7.0,7.0,3.0,22,F,United States of America
2017,True,Yes,Yes,No,Yes,I don't know,Difficult,No,False,7.0,7.0,3.0,41,M,United States of America
2017,True,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,False,4.0,4.0,3.0,32,M,United States of America
2017,True,Yes,Yes,No,I don't know,I don't know,Very easy,Yes,False,8.0,8.0,4.0,48,M,United States of America
2017,True,Yes,,No,No,I don't know,Neither easy nor difficult,No,False,8.0,0.0,2.0,32,M,Germany
2017,False,I don't know,No,No,I don't know,I don't know,I don't know,No,False,8.0,5.0,2.0,30,M,United States of America
2017,False,Yes,No,No,No,Yes,Difficult,Yes,True,7.0,3.0,3.0,45,F,United States of America
2017,True,No,No,No,No,I don't know,Difficult,No,False,3.0,0.0,2.0,32,NB,United Kingdom
2017,False,I don't know,No,No,No,I don't know,I don't know,Yes,False,9.0,0.0,1.0,30,M,United States of America
2017,True,Yes,No,No,No,I don't know,Somewhat easy,No,False,3.0,3.0,2.0,32,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Somewhat easy,No,False,5.0,4.0,2.0,37,F,United States of America
2017,True,Yes,No,No,No,Yes,Very easy,Yes,False,0.0,0.0,3.0,30,M,United States of America
2017,True,No,,No,No,No,Somewhat difficult,Maybe,False,7.0,3.0,2.0,35,F,United Kingdom
2017,True,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,False,7.0,5.0,2.0,37,M,United States of America
2017,True,No,Yes,No,No,Yes,Neither easy nor difficult,Maybe,True,5.0,4.0,3.0,26,M,United Kingdom
2017,True,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,False,3.0,3.0,3.0,50,M,United States of America
2017,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,False,2.0,2.0,2.0,32,m,United States of America
2017,True,I don't know,No,I don't know,Yes,Yes,Very easy,Yes,False,8.0,8.0,3.0,32,M,United States of America
2017,True,Not eligible for coverage / NA,,No,No,No,Somewhat difficult,Maybe,False,2.0,2.0,4.0,23,M,United States of America
2017,True,I don't know,No,I don't know,Yes,I don't know,I don't know,No,False,5.0,4.0,3.0,40,F,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,False,0.0,0.0,1.0,36,M,United States of America
2017,True,I don't know,No,I don't know,No,I don't know,I don't know,Maybe,True,5.0,5.0,3.0,24,F,United States of America
2017,True,Yes,No,No,I don't know,I don't know,I don't know,Yes,False,7.0,7.0,2.0,29,F,United States of America
2017,True,Yes,No,No,I don't know,I don't know,I don't know,Maybe,False,6.0,2.0,1.0,28,M,United States of America
2017,True,No,Yes,No,I don't know,Yes,Somewhat easy,Yes,True,8.0,6.0,3.0,51,M,United States of America
2017,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,5.0,5.0,3.0,36,M,United States of America
2017,True,Yes,No,No,Yes,Yes,Somewhat easy,Maybe,False,6.0,6.0,3.0,40,M,United States of America
2017,True,Yes,No,No,Yes,I don't know,Somewhat difficult,No,False,8.0,5.0,3.0,39,M,Canada
2017,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Yes,False,6.0,7.0,3.0,32,F,Netherlands
2017,False,No,No,Yes,No,No,Neither easy nor difficult,No,False,5.0,1.0,3.0,45,M,United States of America
2017,True,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,False,5.0,5.0,4.0,39,M,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,False,7.0,5.0,4.0,46,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,False,6.0,3.0,3.0,34,M,United States of America
2017,True,I don't know,,No,No,I don't know,I don't know,Maybe,False,7.0,5.0,3.0,30,M,France
2017,True,Not eligible for coverage / NA,,No,No,I don't know,Very easy,Yes,True,10.0,10.0,3.0,31,M,United States of America
2017,True,Yes,Yes,No,No,No,Somewhat easy,No,False,8.0,4.0,2.0,28,M,United States of America
2017,False,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,True,2.0,2.0,2.0,32,M,United Kingdom
2017,True,I don't know,No,I don't know,I don't know,I don't know,Difficult,Maybe,False,7.0,5.0,2.0,39,M,United States of America
2017,True,Yes,No,Yes,Yes,Yes,Somewhat easy,Yes,True,5.0,4.0,3.0,45,F,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,True,8.0,8.0,2.0,36,F,United States of America
2017,True,Yes,No,No,No,I don't know,Somewhat easy,Maybe,False,2.0,2.0,3.0,26,M,United States of America
2017,True,I don't know,No,No,No,I don't know,I don't know,Yes,False,0.0,5.0,2.0,55,F,United States of America
2017,True,Yes,No,No,No,I don't know,I don't know,No,False,8.0,0.0,1.0,40,NB,United States of America
2017,False,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,False,7.0,3.0,2.0,27,F,United States of America
2017,False,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,False,10.0,7.0,2.0,45,F,United States of America
2017,True,No,No,No,No,I don't know,Difficult,Yes,False,5.0,0.0,2.0,34,F,United States of America
2017,False,I don't know,No,No,No,I don't know,Somewhat difficult,Yes,False,3.0,3.0,2.0,31,M,United States of America
2017,False,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,9.0,9.0,3.0,40,M,United States of America
2017,False,Yes,Yes,No,No,Yes,Somewhat easy,Yes,True,5.0,2.0,3.0,41,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,False,8.0,6.0,3.0,39,M,United States of America
2017,True,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,No,False,7.0,0.0,2.0,39,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,3.0,2.0,37,M,United States of America
2017,False,Yes,No,Yes,No,Yes,Very easy,No,False,8.0,0.0,4.0,32,M,France
2017,True,I don't know,,I don't know,I don't know,I don't know,Somewhat easy,Maybe,False,8.0,8.0,4.0,24,M,France
2017,True,Not eligible for coverage / NA,,I don't know,I don't know,I don't know,Very easy,Yes,False,9.0,9.0,4.0,40,F,France
2017,False,Yes,No,No,No,I don't know,Neither easy nor difficult,No,False,0.0,4.0,4.0,25,M,United States of America
2017,True,Yes,Yes,No,Yes,Yes,I don't know,Maybe,True,5.0,7.0,2.0,49,M,United Kingdom
2017,False,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,True,3.0,3.0,4.0,28,M,United States of America
2017,True,Not eligible for coverage / NA,,No,I don't know,I don't know,Very easy,Maybe,True,8.0,7.0,4.0,22,M,United States of America
2017,True,Yes,No,No,Yes,I don't know,Somewhat easy,Yes,False,7.0,5.0,2.0,41,M,United States of America
2017,True,No,,No,I don't know,I don't know,Very easy,Yes,False,5.0,3.0,3.0,36,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,5.0,3.0,32,M,United States of America
2017,False,I don't know,No,No,No,Yes,Difficult,Yes,False,7.0,3.0,3.0,23,M,United States of America
2017,True,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Yes,True,8.0,7.0,4.0,53,M,United States of America
2017,True,Yes,Yes,No,No,Yes,Difficult,No,True,7.0,3.0,2.0,34,M,United States of America
2017,False,No,Yes,Yes,No,Yes,Somewhat difficult,No,False,5.0,3.0,2.0,30,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,False,7.0,5.0,3.0,30,M,United States of America
2017,True,Yes,Yes,No,Yes,Yes,I don't know,Yes,False,10.0,5.0,2.0,22,F,United States of America
2017,True,I don't know,No,No,No,I don't know,Somewhat difficult,Yes,True,3.0,3.0,2.0,27,F,United States of America
2017,True,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,True,7.0,8.0,2.0,33,F,United States of America
2017,True,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,False,4.0,5.0,2.0,28,M,United States of America
2017,True,Yes,No,No,I don't know,I don't know,Somewhat easy,No,False,5.0,5.0,3.0,36,M,United States of America
2017,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,10.0,8.0,3.0,25,F,United States of America
2017,False,Not eligible for coverage / NA,No,No,No,I don't know,Difficult,No,False,8.0,5.0,3.0,30,F,United States of America
2017,False,Yes,No,No,Yes,I don't know,I don't know,Yes,False,7.0,3.0,3.0,39,M,United States of America
2017,True,Yes,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,True,9.0,6.0,3.0,31,NB,United States of America
2017,False,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,False,6.0,5.0,3.0,48,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Very easy,Maybe,False,5.0,5.0,2.0,43,M,United States of America
2017,True,Yes,No,No,No,No,Very easy,Maybe,False,6.0,3.0,2.0,35,M,United States of America
2017,False,Yes,No,Yes,No,I don't know,I don't know,Maybe,False,10.0,0.0,3.0,31,F,United States of America
2017,True,No,,No,No,No,Neither easy nor difficult,No,False,5.0,5.0,5.0,28,M,India
2017,True,I don't know,,No,I don't know,I don't know,Somewhat difficult,Maybe,False,7.0,5.0,4.0,27,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,8.0,8.0,3.0,28,M,United States of America
2017,True,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,No,False,9.0,5.0,3.0,43,F,United States of America
2017,True,Yes,Yes,No,No,I don't know,Difficult,Maybe,False,8.0,5.0,3.0,31,F,United States of America
2017,True,Yes,No,No,I don't know,Yes,I don't know,No,False,5.0,2.0,2.0,37,M,United States of America
2017,True,Yes,Yes,No,No,I don't know,Somewhat easy,Yes,True,7.0,7.0,2.0,36,M,United States of America
2017,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,False,7.0,4.0,1.0,42,F,United States of America
2017,True,Yes,Yes,I don't know,Yes,Yes,Somewhat easy,No,False,8.0,7.0,2.0,29,F,United States of America
2017,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,False,8.0,6.0,3.0,41,F,United States of America
2017,True,Yes,Yes,Yes,I don't know,Yes,I don't know,Yes,False,7.0,6.0,4.0,53,M,United States of America
2017,True,I don't know,No,No,I don't know,I don't know,Difficult,No,False,4.0,0.0,1.0,44,M,United States of America
2017,False,Yes,Yes,I don't know,Yes,I don't know,I don't know,Maybe,False,5.0,5.0,3.0,37,F,United States of America
2017,True,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,True,5.0,5.0,3.0,57,F,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,False,6.0,4.0,3.0,47,M,United States of America
2017,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,False,9.0,6.0,2.0,34,M,United States of America
2017,True,Yes,Yes,No,No,Yes,Somewhat easy,Yes,True,4.0,5.0,4.0,29,M,United States of America
2017,False,I don't know,No,No,No,I don't know,Difficult,No,False,7.0,0.0,1.0,38,M,United States of America
2017,True,I don't know,No,No,I don't know,Yes,Very easy,Yes,False,6.0,6.0,3.0,41,M,United Kingdom
2017,True,Yes,No,I don't know,No,Yes,Very easy,Yes,True,8.0,4.0,3.0,40,M,United States of America
2017,True,Yes,Yes,No,No,No,Very easy,Yes,True,6.0,4.0,2.0,30,M,United States of America
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Very easy,Yes,,,,,39,M,United Kingdom
2016,True,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,,,,,29,M,United States of America
2016,True,No,,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,38,M ,United Kingdom
2016,False,Yes,Yes,No,No,No,Neither easy nor difficult,No,,,,,43,F,United States of America
2016,True,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Yes,,,,,42,M,United Kingdom
2016,True,I don't know,No,No,No,I don't know,Somewhat easy,Yes,,,,,30,M,United States of America
2016,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,,,,,37,F,United States of America
2016,False,I don't know,No,No,No,I don't know,Very difficult,Maybe,,,,,44,F,United States of America
2016,True,Yes,I am not sure,Yes,Yes,Yes,Very easy,Yes,,,,,28,M,United States of America
2016,False,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,No,,,,,34,M,United States of America
2016,True,Yes,I am not sure,No,No,Yes,Very easy,Yes,,,,,30,F,United States of America
2016,False,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,,,,,44,M,Canada
2016,True,Yes,Yes,No,I don't know,Yes,Very easy,Yes,,,,,35,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,52,M,United States of America
2016,True,Not eligible for coverage / N/A,No,No,No,I don't know,Very difficult,Maybe,,,,,32,NB,Canada
2016,True,No,No,No,No,I don't know,I don't know,Maybe,,,,,34,M,United Kingdom
2016,False,I don't know,No,No,No,I don't know,I don't know,No,,,,,31,M,United States of America
2016,True,No,,No,No,I don't know,Very easy,Yes,,,,,26,M,United States of America
2016,False,Yes,No,Yes,I don't know,I don't know,Somewhat easy,Yes,,,,,35,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Very easy,No,,,,,25,M,Germany
2016,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,,,,,33,M,Canada
2016,False,Yes,Yes,I don't know,Yes,Yes,Very easy,Maybe,,,,,42,M,Germany
2016,False,No,No,No,No,I don't know,Very difficult,No,,,,,27,M,Netherlands
2016,True,I don't know,No,No,No,I don't know,Somewhat difficult,No,,,,,35,M,Germany
2016,False,I don't know,No,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,,,,,34,F,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,No,Yes,Somewhat easy,Yes,,,,,32,NB,United Kingdom
2016,True,Not eligible for coverage / N/A,Yes,No,No,I don't know,Somewhat easy,Maybe,,,,,32,NB,Germany
2016,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,,,,,30,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Very easy,Maybe,,,,,31,M,United States of America
2016,True,Yes,I am not sure,No,I don't know,Yes,Very easy,Yes,,,,,36,M,United Kingdom
2016,True,No,No,No,Yes,I don't know,Somewhat easy,No,,,,,33,M,Germany
2016,True,Yes,I am not sure,No,Yes,Yes,Very easy,Maybe,,,,,44,M,United States of America
2016,True,No,Yes,No,No,I don't know,Somewhat easy,Yes,,,,,29,M,United Kingdom
2016,True,No,I am not sure,Yes,No,I don't know,Somewhat easy,Yes,,,,,29,M,United Kingdom
2016,True,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,,,,,44,M,Canada
2016,True,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Yes,,,,,40,M,United States of America
2016,True,Yes,I am not sure,No,No,Yes,Somewhat difficult,Yes,,,,,46,F,Netherlands
2016,False,No,I am not sure,No,No,No,Somewhat difficult,No,,,,,41,M,United States of America
2016,True,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Maybe,,,,,33,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,,,,,45,M,United States of America
2016,True,Yes,Yes,No,No,Yes,Very easy,Maybe,,,,,37,F,United States of America
2016,True,No,,No,No,I don't know,Somewhat easy,No,,,,,37,M,Australia
2016,True,Yes,Yes,No,No,Yes,Very easy,Yes,,,,,27,M,United States of America
2016,True,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Yes,,,,,36,M,United States of America
2016,False,Yes,Yes,No,No,I don't know,I don't know,Maybe,,,,,34,M,United States of America
2016,False,Yes,No,Yes,Yes,I don't know,Somewhat difficult,Yes,,,,,31,F,United States of America
2016,True,Yes,Yes,No,Yes,I don't know,Somewhat easy,Yes,,,,,30,M,United States of America
2016,False,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Yes,,,,,32,M,Canada
2016,False,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,,,,,40,F,United States of America
2016,False,I don't know,No,No,No,I don't know,Neither easy nor difficult,No,,,,,40,M,United States of America
2016,True,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,Yes,,,,,41,M,France
2016,False,Not eligible for coverage / N/A,,No,No,I don't know,Very difficult,Maybe,,,,,27,M,United Kingdom
2016,True,Yes,Yes,No,No,I don't know,Somewhat easy,Yes,,,,,30,M,United States of America
2016,False,No,Yes,No,No,I don't know,Somewhat difficult,Maybe,,,,,35,F,United States of America
2016,True,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,No,,,,,29,M,United States of America
2016,True,Yes,I am not sure,No,I don't know,Yes,I don't know,Maybe,,,,,28,M,United States of America
2016,False,No,Yes,No,I don't know,Yes,Very easy,Yes,,,,,27,M,Netherlands
2016,True,Yes,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,28,M,Belgium
2016,False,I don't know,No,No,No,I don't know,Very difficult,No,,,,,46,M,United States of America
2016,True,No,No,No,I don't know,I don't know,Very easy,Yes,,,,,40,M,Netherlands
2016,True,Yes,Yes,No,No,Yes,Very easy,Yes,,,,,37,M,United States of America
2016,True,No,,No,No,I don't know,Very easy,Yes,,,,,41,M,Netherlands
2016,True,I don't know,I am not sure,No,No,No,Somewhat easy,Maybe,,,,,38,F,Netherlands
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,No,,,,,33,M ,United States of America
2016,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,,,,,33,M,United States of America
2016,True,Yes,Yes,No,I don't know,Yes,I don't know,Yes,,,,,21,M,United Kingdom
2016,True,No,No,No,No,I don't know,Very difficult,No,,,,,36,M,Brazil
